0.15789  	0.40516  	-0.2044  	0.16339  	0.24407  	-0.5429  	0.16315  	0.15309  	0.24959  	-0.4122  	0.79312  	0.30561  	-0.2949  	-0.5712  	-1.0271  	0.24551  	0.33453  	-0.0769  	0.29129  	-0.2332  	0.55073  	0.99982  	0.22172  	0.00039  	0.33608  	0.04031  	0.46240  	-0.7274  	0.11605  	0.10820  	-0.4203  	-0.2009  	0.24114  	0.02860  	0.22351  	-0.0614  	0.37999  	0.19933  	-0.0090  	-0.3505  	-0.4259  	0.07151  	0.01096  	0.05970  	-0.0145  	0.02097  	-0.0310  	0.13475  	0.09361  	-0.0294  	-0.0646  	0.00384  	0.02670  	0.03566  	0.02333  	0.05082  	-0.0046  	0.01227  	-0.0308  	0.03851  	-0.0477  	-0.0169  	0.07754  	0.01087  	0.03052  	0.04051  	-0.0132  	0.01006  	0.00734  	0.58230  	
-0.0721  	0.29365  	-0.3629  	-0.0704  	0.18333  	-0.7299  	0.14667  	0.05156  	0.19075  	-0.2806  	0.84520  	0.20918  	-0.2908  	-0.6899  	-1.2979  	0.16312  	0.30747  	-0.0418  	0.32532  	-0.1514  	0.36582  	0.95492  	0.18821  	-0.0349  	0.37722  	0.03150  	0.42275  	-0.6393  	0.18600  	0.09503  	-0.4154  	-0.2287  	0.23799  	0.02658  	0.14610  	0.01261  	0.30976  	0.17633  	0.04228  	-0.3044  	-0.3904  	0.07346  	0.02384  	0.07693  	-0.0081  	0.01380  	-0.0281  	0.14496  	0.09297  	-0.0286  	-0.0608  	0.00214  	0.02011  	0.03826  	0.02323  	0.04682  	0.00113  	0.01061  	-0.0392  	0.03708  	-0.0450  	-0.0281  	0.08376  	0.01672  	0.03155  	0.04288  	-0.0115  	0.00905  	0.00809  	0.57706  	
-0.3034  	0.17477  	-0.5571  	-0.1539  	0.19447  	-0.9040  	0.20620  	-0.0103  	0.17388  	-0.3229  	0.91922  	0.16344  	-0.3481  	-0.7965  	-1.3579  	0.03091  	0.31910  	-0.0195  	0.29830  	-0.1450  	0.37390  	0.98134  	0.14257  	-0.0062  	0.36903  	0.04498  	0.36276  	-0.6378  	0.23699  	0.09379  	-0.4438  	-0.2250  	0.20535  	0.03912  	0.15198  	0.05043  	0.25451  	0.15416  	0.01784  	-0.3301  	-0.4252  	0.10876  	-0.0027  	0.05219  	-0.0023  	0.01586  	-0.0307  	0.13091  	0.10066  	-0.0396  	-0.0568  	0.00035  	0.02255  	0.03305  	0.01893  	0.03968  	0.00681  	0.01620  	-0.0358  	0.03638  	-0.0468  	-0.0325  	0.08276  	0.01036  	0.03240  	0.04462  	-0.0101  	0.00808  	0.00863  	0.57319  	
-0.4892  	0.11191  	-0.5994  	-0.1161  	0.22636  	-0.9722  	0.17017  	-0.0685  	0.13841  	-0.3176  	0.87522  	0.19392  	-0.4167  	-0.9476  	-1.2593  	0.04132  	0.32556  	-0.0181  	0.30546  	-0.1355  	0.33182  	0.98695  	0.15406  	-0.0369  	0.39911  	0.04899  	0.38063  	-0.6029  	0.27650  	0.10953  	-0.4527  	-0.2191  	0.17223  	0.04349  	0.11915  	0.07584  	0.23974  	0.15491  	0.04393  	-0.3020  	-0.4399  	0.10496  	-0.0362  	0.05332  	0.00770  	0.01439  	-0.0237  	0.11082  	0.09027  	-0.0388  	-0.0598  	0.00688  	0.02044  	0.04257  	0.02678  	0.03984  	0.01250  	0.01534  	-0.0323  	0.04206  	-0.0492  	-0.0321  	0.08129  	0.00945  	0.03308  	0.04575  	-0.0091  	0.00717  	0.00898  	0.57069  	
-0.2894  	0.16205  	-0.5856  	0.16994  	0.35715  	-0.8204  	0.17969  	-0.0242  	0.13045  	-0.3550  	0.75122  	0.31067  	-0.3250  	-0.8081  	-1.0888  	0.04346  	0.30541  	0.01850  	0.30055  	-0.1552  	0.31693  	0.97829  	0.15536  	-0.0669  	0.38691  	0.04519  	0.34648  	-0.5131  	0.33650  	0.16658  	-0.4438  	-0.2305  	0.18906  	0.04539  	0.11916  	0.07307  	0.16044  	0.12922  	0.05678  	-0.2723  	-0.4449  	0.09533  	-0.0303  	0.06074  	0.00576  	0.01532  	-0.0209  	0.11299  	0.09339  	-0.0383  	-0.0485  	0.00126  	0.02260  	0.03642  	0.02336  	0.03814  	0.01736  	0.01513  	-0.0322  	0.04207  	-0.0518  	-0.0357  	0.07537  	0.00475  	0.03357  	0.04625  	-0.0083  	0.00631  	0.00913  	0.56956  	
-0.1172  	0.22512  	-0.4354  	0.18147  	0.33368  	-0.6903  	0.18685  	0.00082  	0.14745  	-0.3511  	0.60625  	0.30372  	-0.2705  	-0.6759  	-1.0197  	0.02726  	0.31127  	0.00311  	0.28026  	-0.1509  	0.28476  	1.03623  	0.15835  	-0.0901  	0.44226  	0.04292  	0.32965  	-0.5001  	0.36655  	0.16245  	-0.4398  	-0.2552  	0.19012  	0.04723  	0.11871  	0.05541  	0.15137  	0.12306  	0.06200  	-0.2679  	-0.4329  	0.08583  	0.01435  	0.07459  	0.00149  	0.01322  	-0.0176  	0.13739  	0.09183  	-0.0421  	-0.0528  	-0.0054  	0.01912  	0.02908  	0.01709  	0.04660  	0.01023  	0.00621  	-0.0340  	0.03599  	-0.0507  	-0.0322  	0.07452  	0.00868  	0.03389  	0.04613  	-0.0079  	0.00551  	0.00908  	0.56980  	
-0.0681  	0.30777  	-0.3835  	0.25181  	0.44729  	-0.6576  	0.19163  	0.02011  	0.18972  	-0.3499  	0.45445  	0.20974  	-0.2847  	-0.6841  	-1.0274  	0.10916  	0.30206  	0.01567  	0.34146  	-0.1373  	0.19776  	1.00769  	0.10828  	-0.0888  	0.48117  	0.03454  	0.33631  	-0.4610  	0.40673  	0.17878  	-0.4711  	-0.2327  	0.18558  	0.04667  	0.12952  	0.05085  	0.13082  	0.12988  	0.09571  	-0.2419  	-0.4500  	0.08285  	0.01721  	0.08061  	-0.0082  	0.01035  	-0.0336  	0.13146  	0.10919  	-0.0331  	-0.0423  	0.00061  	0.02100  	0.03910  	0.02944  	0.04588  	0.01637  	0.00866  	-0.0219  	0.03969  	-0.0556  	-0.0208  	0.08290  	0.00983  	0.03404  	0.04539  	-0.0078  	0.00475  	0.00882  	0.57141  	
-0.0661  	0.25195  	-0.4993  	0.50044  	0.57893  	-0.6338  	0.16580  	0.01315  	0.13985  	-0.3585  	0.52999  	0.32467  	-0.2710  	-0.6600  	-0.9415  	0.12610  	0.28610  	0.00505  	0.27702  	-0.1086  	0.25737  	1.00007  	0.02944  	-0.0470  	0.53513  	0.01504  	0.41256  	-0.4105  	0.39088  	0.21701  	-0.4840  	-0.2243  	0.17128  	0.05998  	0.19945  	0.06022  	0.13638  	0.11172  	0.09492  	-0.2452  	-0.5356  	0.11230  	-0.0359  	0.04607  	0.00388  	0.00837  	-0.0382  	0.12066  	0.10591  	-0.0394  	-0.0349  	0.00212  	0.02224  	0.03801  	0.02662  	0.04157  	0.02258  	0.02196  	-0.0154  	0.04204  	-0.0630  	-0.0343  	0.08765  	0.01212  	0.03384  	0.04304  	-0.0080  	0.00474  	0.00739  	0.57670  	
0.04475  	0.26675  	-0.4567  	0.56089  	0.54332  	-0.5195  	0.18760  	0.09184  	0.16279  	-0.4585  	0.51929  	0.37408  	-0.2552  	-0.6261  	-0.8299  	0.18502  	0.29326  	-0.0361  	0.29569  	-0.1574  	0.34620  	1.05199  	0.08979  	-0.0139  	0.50826  	0.01766  	0.47518  	-0.5513  	0.33495  	0.21028  	-0.4783  	-0.2209  	0.15504  	0.05353  	0.20923  	0.02893  	0.18843  	0.13462  	0.07180  	-0.2650  	-0.5336  	0.12309  	-0.0343  	0.06041  	0.00011  	0.00334  	-0.0392  	0.13250  	0.10258  	-0.0477  	-0.0503  	0.00060  	0.02672  	0.03376  	0.02102  	0.05304  	0.02260  	0.02027  	-0.0191  	0.03590  	-0.0630  	-0.0388  	0.07008  	0.01006  	0.03246  	0.04089  	-0.0086  	0.00405  	0.00703  	0.58023  	
0.11049  	0.35615  	-0.3850  	0.57396  	0.48920  	-0.4422  	0.15543  	0.11556  	0.16432  	-0.5097  	0.33874  	0.27491  	-0.2253  	-0.5106  	-0.6755  	0.12077  	0.30917  	-0.0838  	0.29436  	-0.1751  	0.37014  	1.10377  	0.10813  	-0.0229  	0.56888  	-0.0112  	0.53593  	-0.5814  	0.37045  	0.25966  	-0.5164  	-0.2244  	0.16275  	0.06156  	0.19212  	0.00180  	0.20826  	0.13254  	0.07200  	-0.2526  	-0.5376  	0.10036  	-0.0209  	0.06427  	0.00809  	0.00907  	-0.0426  	0.14284  	0.10392  	-0.0524  	-0.0429  	-0.0012  	0.01924  	0.02672  	0.01771  	0.05786  	0.01397  	0.01844  	-0.0314  	0.03411  	-0.0575  	-0.0422  	0.07198  	0.00655  	0.03220  	0.03825  	-0.0095  	0.00307  	0.00687  	0.58402  	
